"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","Tenure","MonthlySpend","TotalSpend","Attrition"
"6448","8782-NUUOL","Male","No","No","No",60,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Mailed check",79,4801.1,"No","25-60","70-80","4000-6000",0
"6449","3685-YLCMQ","Male","No","No","No",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",104.65,6219.6,"Yes","25-60","95+","6000+",1
"6450","7601-WFVZV","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,19.55,"No","< 3","15-30","<1000",0
"6451","4609-KNNWG","Female","No","Yes","Yes",27,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.9,550.1,"No","25-60","15-30","<1000",0
"6452","4868-AADLV","Male","Yes","Yes","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",116.25,7862.25,"No","60+","95+","6000+",0
"6453","9529-OFXHY","Male","No","No","No",15,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",87.75,1242.2,"No","12-18","80-95","1000-2000",0
"6454","8634-MPHTR","Male","Yes","Yes","No",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,4871.05,"Yes","25-60","95+","4000-6000",1
"6455","2669-QVCRG","Female","No","No","No",41,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",81.3,3190.65,"No","25-60","80-95","2000-4000",0
"6457","9174-IHETN","Female","No","No","Yes",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Two year","No","Credit card (automatic)",70.35,3533.6,"No","25-60","70-80","2000-4000",0
"6459","9644-UMGQA","Male","No","Yes","Yes",6,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.15,295.65,"No","3-6","45-70","<1000",0
"6461","8761-NSOBC","Male","No","No","No",44,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",100.55,4398.15,"Yes","25-60","95+","4000-6000",1
"6462","0419-YAAPX","Male","No","Yes","No",49,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.3,4297.95,"No","25-60","80-95","4000-6000",0
"6463","8413-VONUO","Male","No","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.65,167.3,"Yes","< 3","95+","<1000",1
"6464","0872-CASZJ","Male","No","Yes","No",59,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Mailed check",69.1,4096.9,"No","25-60","45-70","4000-6000",0
"6465","4726-DLWQN","Male","Yes","No","No",50,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",70.35,3454.6,"No","25-60","70-80","2000-4000",0
"6466","8164-OCKUJ","Female","No","Yes","Yes",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.6,1286,"No","25-60","15-30","1000-2000",0
"6467","3094-JOJAI","Male","No","No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",74.15,1387,"No","12-18","70-80","1000-2000",0
"6468","9494-MRNYX","Male","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.05,786.3,"No","7-11","70-80","<1000",0
"6469","2599-CZABP","Male","No","Yes","No",14,"Yes","No","DSL","No","No","No","No","No","No","One year","No","Electronic check",44.6,641.25,"No","12-18","30-45","<1000",0
"6470","7945-PRBVF","Male","No","No","No",35,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",21.45,705.45,"No","25-60","15-30","<1000",0
"6471","4544-RXFMG","Male","No","Yes","Yes",8,"Yes","No","DSL","No","No","No","No","No","No","One year","Yes","Mailed check",43.45,345.5,"No","7-11","30-45","<1000",0
"6472","0859-YGKFW","Male","No","Yes","Yes",18,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.05,345.9,"No","12-18","15-30","<1000",0
"6473","1150-FTQGN","Female","No","Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",94.15,5811.8,"No","25-60","80-95","4000-6000",0
"6474","9223-UCPVT","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",94.4,94.4,"Yes","< 3","80-95","<1000",1
"6475","7196-LIWRH","Female","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.55,124.45,"No","3-6","15-30","<1000",0
"6476","5448-VWNAM","Female","No","No","Yes",19,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",75.9,1375.6,"No","19-24","70-80","1000-2000",0
"6477","1177-XZBJL","Male","No","Yes","Yes",53,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",64.15,3491.55,"No","25-60","45-70","2000-4000",0
"6478","3518-FSTWG","Male","Yes","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.55,7920.7,"No","60+","95+","6000+",0
"6479","9330-VOFSZ","Female","No","Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.8,6640.7,"No","25-60","95+","6000+",0
"6480","4351-QLCSU","Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",55,55,"Yes","< 3","45-70","<1000",1
"6481","0939-EREMR","Female","No","No","Yes",13,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",53.45,718.1,"No","12-18","45-70","<1000",0
"6482","9389-ACWBI","Female","No","Yes","Yes",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",69.95,320.4,"No","3-6","45-70","<1000",0
"6483","5419-JPRRN","Male","No","No","No",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.45,101.45,"Yes","< 3","95+","<1000",1
"6484","3644-QXEHN","Male","No","Yes","Yes",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",97,1334.45,"No","12-18","95+","1000-2000",0
"6485","2911-IJORQ","Male","No","No","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",90.6,3358.65,"No","25-60","80-95","2000-4000",0
"6486","5921-NGYRH","Male","No","Yes","No",64,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.55,4764,"No","60+","70-80","4000-6000",0
"6487","2100-BDNSN","Female","No","Yes","No",5,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",67.95,350.3,"Yes","3-6","45-70","<1000",1
"6488","5998-DZLYR","Female","No","Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",94.35,5703,"No","60+","80-95","4000-6000",0
"6489","0488-GSLFR","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.5,69.5,"Yes","< 3","45-70","<1000",1
"6490","9318-NKNFC","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",18.85,18.85,"Yes","< 3","15-30","<1000",1
"6491","3985-HOYPM","Male","No","No","No",26,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.4,525.55,"No","25-60","15-30","<1000",0
"6492","9728-FTTVZ","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.2,69.2,"Yes","< 3","45-70","<1000",1
"6493","9548-LERKT","Male","No","Yes","No",24,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.75,483.15,"No","19-24","15-30","<1000",0
"6496","7254-IQWOZ","Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"Yes","< 3","45-70","<1000",1
"6497","2474-BRUCM","Male","Yes","Yes","No",40,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",101.85,4086.3,"Yes","25-60","95+","4000-6000",1
"6498","4062-HBMOS","Male","No","No","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.05,5364.8,"No","25-60","95+","4000-6000",0
"6499","0742-NXBGR","Female","No","No","No",1,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",82.3,82.3,"Yes","< 3","80-95","<1000",1
"6500","2676-ISHSF","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.3,20.3,"No","< 3","15-30","<1000",0
"6502","4753-PADAS","Female","No","Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.7,6816.95,"No","60+","95+","6000+",0
"6503","6103-QCKFX","Female","No","Yes","Yes",44,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",56.25,2419.55,"No","25-60","45-70","2000-4000",0
"6505","6110-OHIHY","Male","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",79.25,267.6,"Yes","3-6","70-80","<1000",1
"6506","7018-FPXHH","Male","No","Yes","Yes",56,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Bank transfer (automatic)",59.8,3457.45,"No","25-60","45-70","2000-4000",0
"6507","5889-LFOLL","Female","No","No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.6,1115.2,"Yes","12-18","80-95","1000-2000",1
"6508","5708-EVONK","Female","No","Yes","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.4,5435.6,"Yes","25-60","80-95","4000-6000",1
"6509","8708-XPXHZ","Female","No","Yes","Yes",42,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,4186.3,"Yes","25-60","80-95","4000-6000",1
"6511","0572-ZJKLT","Female","No","Yes","Yes",46,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",99.65,4630.2,"No","25-60","95+","4000-6000",0
"6512","5135-RDDQL","Female","No","Yes","Yes",63,"Yes","No","DSL","Yes","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",50.65,3221.25,"No","60+","45-70","2000-4000",0
"6513","1353-LJWEM","Male","No","No","No",11,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",60.9,688.5,"No","7-11","45-70","<1000",0
"6514","1794-SWWKL","Male","No","Yes","Yes",15,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",59.65,867.1,"No","12-18","45-70","<1000",0
"6517","6876-ADESB","Male","No","No","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.95,48.95,"Yes","< 3","45-70","<1000",1
"6518","9332-GYWLO","Female","No","Yes","Yes",6,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",54.85,355.1,"No","3-6","45-70","<1000",0
"6519","1963-SVUCV","Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,45.3,"Yes","< 3","45-70","<1000",1
"6520","4184-VODJZ","Male","No","Yes","Yes",63,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","Electronic check",91.35,5764.7,"No","60+","80-95","4000-6000",0
"6521","0220-EBGCE","Male","No","No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.85,167.3,"Yes","< 3","80-95","<1000",1
"6522","1092-WPIVQ","Female","No","Yes","Yes",18,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.1,428.45,"No","12-18","15-30","<1000",0
"6525","2754-VDLTR","Male","No","No","Yes",10,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.2,930.4,"Yes","7-11","95+","<1000",1
"6526","2400-FEQME","Male","No","Yes","Yes",55,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.5,1177.95,"No","25-60","15-30","1000-2000",0
"6527","3190-XFANI","Male","No","No","Yes",49,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.6,5069.65,"Yes","25-60","95+","4000-6000",1
"6528","7551-DACSP","Male","No","Yes","Yes",6,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.3,324.25,"Yes","3-6","45-70","<1000",1
"6529","4957-SREEC","Male","No","Yes","Yes",70,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.35,1458.1,"No","60+","15-30","1000-2000",0
"6530","7235-NXZCP","Male","Yes","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.85,156.4,"Yes","< 3","70-80","<1000",1
"6532","4923-ADWXJ","Female","No","No","No",25,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",65.8,1679.65,"No","25-60","45-70","1000-2000",0
"6533","1763-KUAAW","Female","Yes","No","No",18,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.35,369.6,"No","12-18","15-30","<1000",0
"6534","1104-TNLZA","Male","Yes","Yes","No",28,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105.8,2998,"No","25-60","95+","2000-4000",0
"6535","5195-KPUNQ","Female","Yes","No","No",53,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",96.75,5206.55,"No","25-60","95+","4000-6000",0
"6536","0520-FDVVT","Male","No","No","No",35,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",102.35,3626.1,"Yes","25-60","95+","2000-4000",1
"6538","1444-VVSGW","Male","No","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",115.65,7968.85,"Yes","60+","95+","6000+",1
"6539","5712-PTIWW","Male","No","No","No",2,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",79.85,152.45,"Yes","< 3","70-80","<1000",1
"6540","5949-HGVJL","Female","No","Yes","No",26,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",73.05,1959.5,"No","25-60","70-80","1000-2000",0
"6541","5203-XEHAX","Female","No","No","No",34,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","One year","No","Electronic check",64.35,2053.05,"No","25-60","45-70","2000-4000",0
"6542","1635-HDGFT","Female","No","No","Yes",19,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.5,398.55,"No","19-24","15-30","<1000",0
"6543","3315-TOTBP","Male","No","No","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",76,1130.85,"Yes","12-18","70-80","1000-2000",1
"6544","8050-XGRVL","Female","No","Yes","Yes",62,"Yes","No","DSL","Yes","No","Yes","No","No","No","One year","No","Credit card (automatic)",54.75,3425.35,"No","60+","45-70","2000-4000",0
"6545","6661-HBGWL","Female","Yes","No","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.75,4323.45,"Yes","25-60","95+","4000-6000",1
"6546","1518-VOWAV","Female","No","No","No",9,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",74.65,703.55,"Yes","7-11","70-80","<1000",1
"6547","9828-QHFBK","Male","No","No","No",24,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.15,1275.7,"No","19-24","45-70","1000-2000",0
"6549","5012-YSPJJ","Male","No","Yes","Yes",31,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",54.35,1647,"No","25-60","45-70","1000-2000",0
"6550","5909-ECHUI","Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",56.25,56.25,"Yes","< 3","45-70","<1000",1
"6551","1309-BXVOQ","Male","No","Yes","No",21,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.1,2249.95,"Yes","19-24","95+","2000-4000",1
"6552","6728-VOIFY","Female","No","Yes","No",63,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",96,6109.75,"No","60+","95+","6000+",0
"6553","9317-WZPGV","Female","Yes","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",79.75,159.4,"Yes","< 3","70-80","<1000",1
"6555","2856-HYAPG","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.65,68.65,"Yes","< 3","45-70","<1000",1
"6556","8969-PRHFK","Male","No","No","No",18,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.65,411.25,"No","12-18","15-30","<1000",0
"6557","0661-KQHNK","Female","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19,105.5,"No","3-6","15-30","<1000",0
"6558","8709-KRDVL","Female","No","No","No",33,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100,3320.6,"No","25-60","95+","2000-4000",0
"6559","4488-PSYCG","Male","No","No","No",16,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.25,327.45,"Yes","12-18","15-30","<1000",1
"6560","1427-VERSM","Female","No","Yes","No",56,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,5669.5,"No","25-60","95+","4000-6000",0
"6561","9801-NOSHQ","Male","No","No","Yes",23,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.8,465.45,"No","19-24","15-30","<1000",0
"6562","6339-YPSAH","Male","No","No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",73.8,704.3,"No","7-11","70-80","<1000",0
"6563","3621-CEOVK","Female","Yes","Yes","No",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.2,1369.8,"Yes","12-18","95+","1000-2000",1
"6564","6906-ANDWJ","Male","No","Yes","Yes",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.9,1107.25,"Yes","12-18","70-80","1000-2000",1
"6565","2159-TURXX","Male","No","No","No",5,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.05,95.55,"No","3-6","15-30","<1000",0
"6566","1548-FEHVL","Male","No","Yes","No",61,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.2,6375.2,"No","60+","95+","6000+",0
